5,5,5,5,5,5,5,5,5,5,0.4545724158421734,0.9119708816017287,0.9579719833554883,-0.14774333561965372,0.8313675258292459
4,4,4,4,4,4,4,3,4,4,0.7889260317077018,0.2718472827502147,-0.12500130457253095,0.04133753964661302,0.8083494135143667
5,5,4,5,4,4,5,6,5,5,0.90316476554771,0.34982699687657176,0.13730977275773798,0.744108487558927,0.2114604558494792
4,4,4,4,4,4,4,4,4,4,0.3914772294381455,0.22961174999220463,0.1633871675201255,0.04086122047270685,0.04116094677611118
5,5,3,4,5,6,4,6,5,4,0.4280512356152361,0.24869579083356125,-0.13240445478125748,0.3217285797023514,0.8897851597365865
4,4,4,4,4,4,5,4,4,4,0.9354517305405916,0.19734519235202863,0.6634987557720049,-0.03601412683055996,0.8931429965833912
5,5,5,6,5,5,6,5,5,5,0.09189247829105596,0.6645581674960548,0.004549666165099109,0.6227800498960698,0.5060293761636152
6,7,4,5,6,5,4,5,5,5,0.453350766033855,0.49394721688529836,0.10678563157067356,0.6157459087855413,0.4675690043981345
3,3,4,3,3,3,3,4,3,3,0.11624769098735488,-0.128730453901157,0.5176859520023231,0.7728235325312391,-0.13221796480944942
3,2,1,3,3,2,2,1,2,2,-0.0980253572241225,0.8958395022538579,-0.0062460639341826996,0.5190395132085683,0.9693772931467053
