5.0,5.0,5.0,5.0,5.0,7.635465490156955,8.709194402605721,5.0675458598503536,-1.5029004539713755,0.08191310045973665
4.0,4.0,4.0,4.0,4.0,7.239993952317073,4.825502804980651,6.227829992078243,-2.128111224833795,-0.35257719801652687
1.0,1.0,1.0,1.0,1.0,2.6820077553198365,-3.034299501620674,3.4089636640483203,-4.907649361739225,-2.2792385342465966
6.01,6.01,5.01,5.02,5.01,7.501916672153719,-3.634982758513064,6.197911722919626,9.985268413588946,8.934447694101662
4.01,5.01,4.01,4.01,4.01,6.978103537849041,1.2160024093915673,8.12048245863352,4.216571140104222,5.542545672641834
5.01,3.01,5.01,5.01,3.01,6.488369696918337,-2.0624081672463506,4.9462591821584105,4.455501096278134,3.8613289309733254
5.01,5.01,5.01,5.01,5.01,9.423712173543027,9.892460217490681,1.3038229275280218,4.9160193089719915,4.253092748592595
5.01,5.01,6.01,5.01,5.01,6.102648715624754,6.477834691310521,7.602424942566323,1.8537439768136545,-3.74184272455629
0.0,0.0,1.0,1.0,2.0,-3.1798088543061924,-2.3969180334835745,-2.6171434458832077,7.431311562396594,4.455791202412119
2.0,3.0,2.0,2.0,3.0,1.9494572457058457,3.6456953236661143,-3.3032885650406447,0.9745965287436746,8.363670898369106
1.0,1.0,1.0,1.0,1.0,5.55815324801212,-4.7722759568462525,-1.9323216179989293,-3.4289209942109453,-2.7699590121608013
5.0,5.0,5.0,5.0,5.0,1.7927106512028104,7.61482722736115,2.10856155544415,1.8793786796867016,9.57915403490601
5.01,5.01,4.01,7.01,4.01,2.650096720113865,0.8428138736745252,4.713718538796746,5.0067468151034955,1.2856142207360586
4.0,2.01,1.0,4.0,2.0,-3.6432021413633158,1.3144785243015225,-2.7496633649347095,7.656610997395321,5.931540089835217
2.0,1.0,2.0,2.0,2.0,6.343150512989739,-3.7874564977395195,-4.41968235873637,1.5908202836617686,5.23434757750816
5.01,7.01,6.01,6.01,5.01,5.352763394866901,7.969886687412796,9.640262498647806,9.02169264071726,-1.7163918288956164
3.0,1.0,2.0,2.0,2.0,-0.05055750805888515,1.4323034610710161,-1.7581554593876088,4.891881156974579,-0.42921524094045616
1.0,4.0,2.0,2.0,3.0,-4.120526143585199,2.438501289986333,4.34104071831746,-2.390973599163166,1.2453135935628392
2.0,2.0,2.0,2.0,3.0,-1.5190989777668227,4.768303033701583,-2.4778779835710822,-1.2644365854232738,3.3812809354451883
4.0,4.01,4.0,3.0,3.0,1.7579451896835234,-4.731542284222851,-0.4041867190222517,9.348291524945218,7.277612012188353
3.0,3.0,2.0,3.0,2.0,-1.338249859925813,5.621845776719303,-0.007321726651808191,-1.879361932734402,-3.361847254525039
2.0,2.0,2.0,2.0,2.0,0.21138006287056932,9.025750902663424,-0.2954503876811003,-1.9660694094577358,-0.753179652353845
5.0,6.0,5.0,5.0,5.0,5.063557969843091,7.2423449694544555,1.1191277231760939,0.8448893833186446,-4.939445874601781
4.0,4.0,5.01,4.01,4.01,-3.9706436619904006,4.196381389779715,3.3186215384139146,5.8568889655231615,5.130431949480066
2.0,2.0,3.0,3.0,4.0,0.6310003587239548,4.738900536622436,-2.573618286186913,4.138152639656099,5.1005622369781385
5.0,3.01,3.0,4.0,3.01,2.8429350849419235,4.5868547066074346,-4.475476835636702,2.514527393580977,9.442728160187544
5.01,5.01,4.01,5.01,4.01,9.091313621244371,7.155033947587464,0.6374805608968561,5.8968637862304885,-3.97397747116805
4.0,4.02,7.01,4.01,3.02,-1.4601448470404685,2.1094743560877314,6.720242144341833,6.761761343617479,3.8182548342131266
3.0,3.0,3.0,3.0,3.0,-4.179073471214008,-2.3474476972290863,9.200649572516484,-0.42679811382953314,2.0111967685617884
3.0,1.0,3.0,1.0,1.0,-2.9459277558460304,-3.064524790650902,3.7679131844099896,-2.121492628186486,7.173972390643403
5.0,5.0,5.0,5.0,5.0,9.544872643623654,9.57552805759271,5.406330434365211,-1.4496692298284453,-4.421575267186957
6.01,5.01,4.01,4.02,6.01,9.144273652229218,-2.7326582846219427,5.9375350808604885,8.877373542106657,7.801833883683162
2.0,2.0,2.0,4.0,2.0,0.9529559426249721,2.5955519490286747,4.468984430317974,-3.2154629325797384,5.606854163365417
5.0,5.0,5.0,5.0,5.0,8.629988899429982,9.622277610142227,-2.15945605586369,-1.0647525548790404,-4.621866958980424
2.0,2.0,1.0,3.0,2.0,-1.3837572907607902,8.727926341493005,-1.122776420818607,2.745517048106901,1.3668764126861968
4.01,4.01,4.01,4.01,4.01,6.87191514061144,5.377818024417012,1.8928274157398324,6.112777601985529,5.357498594246566
1.0,2.0,2.0,2.0,2.0,-2.0882207436656657,-0.38011344993495566,-0.16696461653766104,1.1001800986640466,-2.2725684711828524
2.0,1.0,1.0,1.0,1.0,4.894745495559386,-2.319059825495869,1.326131782601201,0.7989637244908057,-0.6613753069699184
4.0,4.0,4.0,4.0,4.0,7.99863522995374,3.684337688220129,7.576623741502328,-0.40707199588992804,7.184895191952199
2.0,2.0,2.0,2.0,2.0,7.721016637469038,0.040611161974178245,0.28339826056407524,-2.18665813612914,4.819217314337992
5.01,5.01,4.01,5.01,4.02,0.030865888515502427,-1.144377416577667,9.447388927647717,3.676417383312277,4.657648794910235
1.0,1.0,1.0,1.0,1.0,3.07101041051914,-0.40264149634351565,-3.274374974831344,-4.827931304862817,4.936844852689767
5.01,5.01,8.01,5.01,6.01,1.4732505438886276,7.157858501926677,0.42948120803646006,9.3214375389744,6.096271300105979
5.0,5.0,5.0,5.0,5.0,2.712375105155907,7.530507734151643,5.613994612924451,-2.254557270939272,5.050526831368316
4.01,4.01,4.01,4.01,5.01,8.5821391241158,-2.3357382289970747,3.1682189163774552,4.364173671940543,8.50543830891565
6.01,6.01,6.01,5.01,5.01,7.480199868512495,9.121622115642737,4.425077760816388,9.559538232832814,-2.0970859244487543
3.0,4.0,4.0,4.0,5.0,-2.053349417437664,1.019724915619462,7.2762683538399155,4.951279825484056,-3.3191438397628827
5.01,4.0,5.01,5.01,4.0,7.228629714360197,0.35915808708540453,-2.897889092431992,4.906359923297355,3.288398204579188
7.01,5.01,5.0,4.01,3.02,2.33462313819334,1.3961518039990475,-0.8775967577111246,7.836007491399325,-2.8418137732599824
1.0,1.0,3.0,1.0,1.0,-4.907237579802916,-0.7320984608061805,-0.8544654113397243,5.85389137589987,-3.9122393859804467
6.0,2.0,4.0,5.0,2.0,2.155230517152832,8.864334731124822,4.216922566374416,-4.93583522175033,-0.7837916149773108
5.01,5.01,6.01,5.01,5.01,1.0940560785522173,2.266907372383712,2.663142711492026,2.9269143128966686,4.098618782287311
5.0,5.0,5.0,5.0,5.0,9.001058059020556,9.235992916110217,6.253130969217368,-2.430337894924257,-2.9830245116461684
3.0,4.0,4.0,3.0,3.0,-4.975143053517898,7.878946173932073,3.0857771977633224,2.3214281562073644,-0.8477173565434812
1.0,2.0,2.0,1.0,2.0,9.614273111318436,-4.761156423233884,-0.5117644332657205,4.9242542011488535,6.5216932828961
6.0,7.0,6.0,6.0,5.0,2.363478447155541,7.08485386240762,1.4057786893699822,4.030332823294465,3.8184958252455417
6.0,3.01,3.0,3.01,3.01,1.1604180751983337,0.6832195777173586,-1.4478756204368324,9.43986724776655,-1.0583344210989658
6.0,6.0,5.0,5.0,5.0,0.81034997720801,8.513406215991465,4.491854057871054,5.275084237606997,3.0096785659000993
3.0,2.0,2.0,3.0,1.0,-2.387759300159327,2.7748120009222292,-0.13025328942512893,3.9269667565767996,4.528747797308094
4.0,3.0,5.0,3.0,2.0,2.4399639426629403,6.777773724752766,6.930974914593669,-3.282418923906842,7.359141694530182
4.01,4.01,4.01,4.01,4.01,7.911857332190479,3.402528585002326,5.055466954193834,4.577936732210052,4.851864891756303
5.01,5.01,6.01,4.01,4.01,4.389450826160079,-0.43606686680325435,3.092262909054808,5.623331523414652,6.3802760542891725
2.0,0.0,2.0,0.0,0.0,0.814269272538068,0.6513452730815148,-4.990623770222841,3.972439877422282,6.887486003065598
4.01,4.01,4.01,5.01,4.01,5.233768187088499,-0.5345982101229811,6.204041685497831,2.4793582802054575,-0.8410174817976825
2.0,0.0,2.0,2.0,2.0,-1.2721978233679074,0.3227945173477913,-0.6470210578642535,1.4748163113794623,-2.0970534050009517
4.0,5.0,6.0,3.0,4.0,-4.86729855876758,7.934391192096454,3.148497486686402,8.211745607208766,-4.3653804397817195
4.01,5.01,4.01,4.01,5.01,9.834986035215014,6.756833819539329,8.712786140834858,7.579548169247232,-0.32013987545120415
5.01,5.01,5.01,5.01,5.01,4.803504526926664,1.2126334424053624,9.657974201017756,9.549772919731504,2.28600664843648
2.0,2.0,1.0,1.0,1.0,9.679690484394316,-2.3101531079330817,-1.0670814919765785,-0.4590622595177436,7.496159028992201
